reward/env_8,reward/env_0,reward/env_1,reward/env_2,reward/env_3,reward/env_4,reward/env_5,reward/env_6,reward/env_7,reward/env_9,reward/env_10,reward/env_11,reward/env_12,reward/env_13,reward/env_14,reward/env_15,train/entropy_loss,train/clip_range,train/value_loss,train/std,train/loss,train/learning_rate,train/approx_kl,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length,time/total_timesteps,eval/success_rate
,,,,,,,,,,,,950.1960316842935,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,277.2561052107888,,-6.628442939370871,0.2,39761.13171844483,0.7362471222877502,21060.056640625,0.0003,0.0039995452,0.0398162841796875,0.19493234157562256,-0.002825048800877994,660,,,,
834.8784813254609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,689.302378771519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,692.0203040001298,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,960.3238100617913,,,,,,,,,,,,,,,,,,,
,,452.22133729368034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,972.0608050003657,,,,,,,,,,,,,,,,,,,,,
,,,921.4991695706065,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,681.3036299596832,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,922.1742251229778,,,,,,,,,,,,,,,
,,,,,,723.486886179321,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1187.4115039669462,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,930.924300489068,,,,,,,,,,,,,,,,,
,,,,,,,910.8365923200805,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,845.7940825723787,,,,,,,,,,,,,,,,,,
,,,,,,,,418.86982337943743,,,,,,,,,,,,,,,,,,,,,,
,,,,743.1621430937003,,,,,,,,,,,,,,,,,,,,,,,,,,
,876.3298821932397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,672.8911703773184,,,,,,,,,,,,,,,,
322.46596949239415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,910.9046231577764,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,676.4374181756568,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,980.9590388976125,,,,,,,,,,,,,,,,,,,
,,,,,,,,,932.0476612540606,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,968.571491421853,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,787.7509547965103,,,,,,,,,,,,,,,
,,,,,,684.009605317237,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1187.8464313700601,,,,,,,,,,,,,,,,,,,,,,,
,,,,,722.5204865998444,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,727.5885257932471,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,464.88102686742985,,,,,,,,,,,,,,,,,,
,,,,,,,,952.5528098883403,,,,,,,,,,,,,,,,,,,,,,
,,,,729.5726350633417,,,,,,,,,,,,,,,,,,,,,,,,,,
,1150.49157294694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,986.745346466553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953.4076082565158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,735.6460064794327,,,,,,,,,,,,,,,,
,,,1144.0867930627733,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,939.9099538142248,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,528.9332669279025,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1160.7320453074049,,,,,,,,,,,,,,,
,,,,,,,961.2437725685019,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,917.9277849481799,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,636.0889799524724,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1178.465424812815,,,,,,,,,,,,,,,,,
,,,,,,,,458.9933559414012,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,446.7687704938804,,,,,,,,,,,,,,,,,,
,,,,,299.65830479008423,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1145.8513339494168,,,,,,,,,,,,,,,,,,,,,,,,,,
690.7292372993838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,965.1664011478312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,522.3843589154857,,,,,,,,,,,,,,,,,,,,,
,,,720.7260569126381,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1008.304913417978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1202.6608388337975,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,771.3292835114997,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,720.1964155364773,,,,,,,,,,,,,,,
,,,,,,,976.6299467389186,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,930.0078525868519,,,,,,,,,,,,,,,,,,,,
,,,,,713.6693386729786,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,773.1974039099745,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,672.5963011828356,,,,,,,,,,,,,,,,,
,,,,,,,,917.9710490379985,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,928.8374469101803,,,,,,,,,,,,,,,,,,
,,,,504.78872606716885,,,,,,,,,,,,,,,,,,,,,,,,,,
913.3355514940115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,727.3511706292724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,718.267722617347,,,,,,,,,,,,,,,,,,,
,,,,,,,,,953.560625992073,,,,,,,,,,,,,,,,,,,,,
,,739.5895003010284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,944.0656698460122,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,674.9540643623309,,,,,,,,,,,,,,,
,,,721.5379326465152,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,955.251871790427,,,,,,,,,,,,,,,,,,,,
,,,,,,,742.0425915673295,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,985.0805023507768,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,654.2605820606435,,,,,,,,,,,,,,,,,,,,,,
,,,,,509.4734762795871,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,258.87613669917414,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,533.8659943937339,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,246.81778714228577,,,,,,,,,,,,,,,,,
,959.7558448805028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991.327236549318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,907.936878402939,,,,,,,,,,,,,,,,,,,
,,958.617599973639,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1139.7282830116856,,,,,,,,,,,,,,,,
,,,1162.9683713736604,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,949.5103965690205,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,876.0340417954221,,,,,,,,,,,,,,,
,,,,,,,,,,973.940637135643,,,,,,,,,,,,,,,,,,,,
,,,,,,,735.0089668960409,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,741.5986743248424,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,622.8410699262594,,,,,,,,,,,,,,,,,,,,,,
,,,,,935.4244665419444,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,462.06807595973913,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,672.3388737991711,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,482.63931115401755,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,939.7813339668195,,,,,,,,,,,,,,,,,,,
942.1463682181299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1119.4911156978603,,,,,,,,,,,,,,,,
,751.403042153893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,840.7456721026931,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,978.2470922374832,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,946.7321184658591,,,,,,,,,,,,,,,
,,440.3020222529327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1113.6467594083817,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,928.2586664627586,,,,,,,,,,,,,,,,,,,,
,,,,,,963.012270442882,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,747.6227728797714,,,,,,,,,,,,,,,,,,,,,,
,,,,,1127.9259223441852,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,495.6829434433631,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,973.939009115961,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,504.7233615666205,,,,-6.6057673774659635,0.2,37418.369967651364,0.7334997057914734,18531.31640625,0.0003,0.004333967,0.0288543701171875,0.2516850233078003,-0.002010247899488604,670,,,,
,,,,,,,,,,,557.3598674963555,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,760.6069559098325,,,,,,,,,,,,,,,,
,1162.276737254194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414.42351665122396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,913.5586747336487,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,955.0459630977684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,905.0257838691399,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,708.6303179759354,,,,,,,,,,,,,,,,,,,,,
,,,,,,,927.0957572589468,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,923.704602343673,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,688.067171169511,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,741.342949654874,,,,,,,,,,,,,,,
,,,,,956.8646427441075,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,722.1172178579111,,,,,,,,,,,,,,,,,
,,,,516.351190974553,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,525.7581306417766,,,,,,,,,,,,,,,,,,
941.6975386920315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1158.4235303121118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,930.8589033264761,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,788.8309885230861,,,,,,,,,,,,,,,,,,,
,,531.7643632320681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,299.8984111226575,,,,,,,,,,,,,,,,
,,,,,,,,,,944.6559326349425,,,,,,,,,,,,,,,,,,,,
,,,,,,946.7316514780765,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,735.1022002117573,,,,,,,,,,,,,,,,,,,,,
,,,,,,,764.661558805146,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1191.4444669804575,,,,,,,,,,,,,,,
,,,,,962.6228626335336,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,958.1478912558935,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1208.0966657572865,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,526.5453163885444,,,,,,,,,,,,,,,,,
,,,900.5729285593903,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1169.1574350997682,,,,,,,,,,,,,,,,,,
,922.7171195289427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,894.9353629432665,,,,,,,,,,,,,,,,,,,
993.9240373826258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1167.7783429824478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,679.8918041130682,,,,,,,,,,,,,,,,
,,,,,,967.2857929166046,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,671.8249778891999,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,825.53754858,54.29,2208000,0.68
,,,,,,,,933.1326907050483,,,,,,,,,,,,,,,,,,,,,,
,,,,713.8785853947425,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,693.9130721718045,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,993.0921942370649,,,,,,,,,,,,,,,
,,,,,,,754.1415861552541,,,,,,,,,,,,,,,,,,,,,,,
,,,,,492.6138279335232,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,927.4760334801833,,,,,,,,,,,,,,,,,
,,,1190.3378979065963,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,932.9542501418064,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,703.2495131452185,,,,,,,,,,,,,,,,,,,
,466.5528242825052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,523.7137053919857,,,,,,,,,,,,,,,,
,,947.2267370605548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.2754923711381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,739.0267745718972,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,978.9025682286795,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1165.1896162333717,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,723.6293016948532,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,931.6771875254356,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1196.6570362571165,,,,,,,,,,,,,,,
,,,,,,,775.8278196514968,,,,,,,,,,,,,,,,,,,,,,,
,,,937.412030026688,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,518.3892368967947,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,966.5037614739585,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1206.1438984598435,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,963.5347767642388,,,,,,,,,,,,,,,,,,,
,,411.22484754762354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,762.8266645489585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757.329667147086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,412.9741810375799,,,,,,,,,,,,,,,,
,,,,,,,,,,944.9142193452223,,,,,,,,,,,,,,,,,,,,
,,,,,,586.7574894820623,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1164.5140625386416,,,,,,,,,,,,,,,
,,,,,,,,,951.5890086435996,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,956.4153687185486,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,875.5757130826084,,,,,,,,,,,,,,,,,
,,,913.7672130319166,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,548.8591176364849,,,,,,,,,,,,,,,,,,,,,,,
,,,,975.7670090438025,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,473.7850622388134,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1199.424308607627,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,709.3526246928537,,,,,,,,,,,,,,,,,,
,,939.9303456155774,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,765.2817672552044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964.3460486435691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,738.7571120388262,,,,,,,,,,,,,,,,
,,,,,,,,,,896.8740956526768,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,696.1289720743112,,,,,,,,,,,,,,,
,,,,,,,,514.4155417765994,,,,,,,,,,,,,,,,,,,,,,
,,,,934.8212023318936,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1182.71921908092,,,,,,,,,,,,,,,,,
,,,,,,,,,334.52775092883775,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1171.2187317715227,,,,,,,,,,,,,,,,,,,,,,,
,,,697.9891755905606,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,631.8039184443721,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,723.7128075733355,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,963.9119101717854,,,,,,,,,,,,,,,,,,
,,,,,503.0215114736625,,,,,,,,,,,,,,,,,,,,,,,,,
,,997.3652827761869,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,670.2965735755499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941.3952426614727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,933.4861260681234,,,,,,,,,,,,,,,,
,,,,,,,,1170.3884745795506,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,944.468128482453,,,,,,,,,,,,,,,
,,,,,,,1131.76142803446,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,695.6401697931427,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,698.759600014562,,,,,,,,,,,,,,,,,,,,
,,,,955.2813008979125,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,513.4540753467697,,,,,,,,,,,,,,,,,
,,,,,,504.64761877542026,,,,,,,,,,,,,,,,,,,,,,,,
,,,492.58640360823546,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,537.7470262882111,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,691.9252186044821,,,,,,,,,,,,,,,,,,,
,875.3640265699985,,,,,,,,,,,,,,,-6.589481446892023,0.2,38917.71040344238,0.7323951125144958,18177.8359375,0.0003,0.003835767,0.023980712890625,0.32149606943130493,-0.0017197372202645057,680,,,,
,,,,,911.8462581317432,,,,,,,,,,,,,,,,,,,,,,,,,
,,921.0148373174885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968.617225686235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,904.8862614640509,,,,,,,,,,,,,,,
,,,,,,,,479.17795121922865,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1017.7937020035006,,,,,,,,,,,,,,,,
,,,,687.7669713527209,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,676.0494227075393,,,,,,,,,,,,,,,,,,,,,
,,,,,,,727.7272966048101,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,707.4857765317045,,,,,,,,,,,,,,,,,
,,,,,,689.3501349561956,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,748.459583046728,,,,,,,,,,,,,,,,,,,,
,,,761.8922674223506,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1160.7846150453358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,550.5894129348821,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,969.7944167725345,,,,,,,,,,,,,,,,,,
,,,,,1231.1686571848613,,,,,,,,,,,,,,,,,,,,,,,,,
,,756.9534729347841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939.0518043014339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,722.7187261804281,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,724.7349682863891,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,765.2406888997843,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,920.3751572353369,,,,,,,,,,,,,,,,,
,,,,1212.2906733378527,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,688.8650065356557,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,754.3238851309361,,,,,,,,,,,,,,,
,,,,,,,,,,936.5266807643986,,,,,,,,,,,,,,,,,,,,
,,,,,,1195.7616851872513,,,,,,,,,,,,,,,,,,,,,,,,
,,,758.2440300252146,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1220.8606630427644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,934.0679177731299,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,523.9766193752884,,,,,,,,,,,,,,,,,,,
,,,,,539.6480265100661,,,,,,,,,,,,,,,,,,,,,,,,,
,,479.5460377212579,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,932.3453798972162,,,,,,,,,,,,,,,,,
786.971377448519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,904.8125688238899,,,,,,,,,,,,,,,,
,,,,,,,,,985.7182483173708,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1194.906450519697,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,58.29370000619194,,,,,,,,,,,,,,,,,,,,
,,,,,,953.3781705490658,,,,,,,,,,,,,,,,,,,,,,,,
,,,,954.4538836285589,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,998.6135665537406,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,746.3130348114105,,,,,,,,,,,,,,,
,1168.4964307081962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,957.4449237449644,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1169.74339744329,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,734.4031417100714,,,,,,,,,,,,,,,,,,
,,,,,698.774016707963,,,,,,,,,,,,,,,,,,,,,,,,,
,,938.7992942686224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,691.5910042360442,,,,,,,,,,,,,,,,
922.6202792848547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,958.0864818362692,,,,,,,,,,,,,,,,,
,,,,,,,,,1164.935767267688,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,987.6712863032917,,,,,,,,,,,,,,,,,,,,,,
,,,,1172.9314555479093,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,919.0289694968162,,,,,,,,,,,,,,,,,,,,
,,,,,,,1168.2177990630692,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,953.95510763177,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,961.9496430998455,,,,,,,,,,,,,,,
,,,991.2564757929076,,,,,,,,,,,,,,,,,,,,,,,,,,,
,522.7650585715804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,950.454830794404,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,950.7236014274342,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,932.5590055277031,,,,,,,,,,,,,,,,
,,951.6829289617496,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,786.1801803306574,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,703.6421425183802,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,748.4943870719794,,,,,,,,,,,,,,,,,
673.598379259395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,914.574119237331,,,,,,,,,,,,,,,,,,,,
,,,,,,534.3421187246612,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,932.357155191399,,,,,,,,,,,,,,,
,,,,,,,,764.0144495547398,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1198.1722485450086,,,,,,,,,,,,,,,,,,,,,,,
,,,,518.6678505548887,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,715.669926343043,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,949.9736829647852,,,,,,,,,,,,,,,,,,,
,897.6217163773654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1174.6992486186853,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1189.810625795733,,,,,,,,,,,,,,,,
,,972.588639134788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969.7710487580567,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,982.1441333709392,,,,,,,,,,,,,,,,,
1200.320091306899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,722.0317446326358,,,,,,,,,,,,,,,,,,,,,
,,,,,,680.8546690166352,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,500.7568563464873,,,,,,,,,,,,,,,,,,,,
,,,,,,,1152.6793355028276,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,974.9251599689111,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,993.0947412103247,,,,,,,,,,,,,,,
,,,1211.8602054039238,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1229.0869218299297,,,,,,,,,,,,,,,,,,,,,,,,,,
,1170.639010666758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,724.8799000976164,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1110.4599006446263,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,679.9647820199998,57.68,2256000,0.59
729.2631525576724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,477.79006115797364,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,950.2523539863092,,,,,,,,,,,,,,,,,
,,739.0939564082822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,922.6868907958591,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,974.8386849994204,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,938.3130930303657,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,750.5930824701611,,,,,,,,,,,,,,,,
,,,,,,499.43671453246753,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1227.4749266475696,,,,,,,,,,,,,,,,,,,,,,,
,,,,747.4153286073645,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,766.0749454536726,,,,,,,,,,,,,,,
,,,977.9700614666726,,,,,,,,,,,,,,,,,,,,,,,,,,,
,717.1541087449611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,992.2275799678162,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,974.116589698493,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1143.7462539833407,,,-6.563942816108465,0.2,37571.040342712404,0.7286124229431152,15739.9462890625,0.0003,0.0043700957,0.0298553466796875,0.1865265965461731,-0.0015992043721780647,690,,,,
,,,,,965.5770805167515,,,,,,,,,,,,,,,,,,,,,,,,,
,,965.7952316078508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873.8300044994436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,946.9049586112335,,,,,,,,,,,,,,,,,,,,,,
,,,,,,975.850204134232,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,963.2927654061692,,,,,,,,,,,,,,,,
,,,,,,,,,,1002.5812498274466,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,753.2614856099815,,,,,,,,,,,,,,,,,,,,,
,,,,,,,286.22775294004714,,,,,,,,,,,,,,,,,,,,,,,
,,,685.2173412899767,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,940.1254364984021,,,,,,,,,,,,,,,
